PRT_ID,Model_1,Model_2,Model_3
P05962,10942521000.0,10094906000.0,3737681200.0
P02241,14043000000.0,11742903000.0,4214449200.0
P08320,9476410000.0,9309145000.0,3354109400.0
P00967,17788215000.0,13707900000.0,4750188500.0
P05444,14179209000.0,11758727000.0,4114296600.0
P08917,20740770000.0,15291679000.0,5014671400.0
P05725,10898962000.0,10025949000.0,3701551000.0
P05156,19338080000.0,14517835000.0,4882792400.0
P06019,18648887000.0,14170141000.0,4820973600.0
P04103,21657612000.0,15787513000.0,5284407300.0
P06915,21575873000.0,15724816000.0,5227208000.0
P02825,15797750000.0,12686337000.0,4350063600.0
P08677,18379213000.0,13993080000.0,4676804600.0
P00747,21057530000.0,15431456000.0,5130730000.0
P03165,11604346000.0,10413484000.0,3699348500.0
P08184,22214046000.0,16061596000.0,5285243000.0
P00057,10198481000.0,9725360000.0,3463466500.0
P07132,21633352000.0,15798706000.0,5195688000.0
P07993,19405574000.0,14552257000.0,4904845300.0
P06513,18606993000.0,14157091000.0,4738010600.0
P00182,19235148000.0,14499992000.0,4941449000.0
P04112,9941881000.0,9595953000.0,3578096600.0
P01235,21625380000.0,15767437000.0,5309698000.0
P02907,14463511000.0,11934841000.0,4142326500.0
P01676,9022245000.0,9060998000.0,3325579000.0
P09601,20054104000.0,14855008000.0,4925764600.0
P03736,11822332000.0,10547140000.0,3769314300.0
P04543,25370178000.0,17740882000.0,5870213000.0
P06732,20517941000.0,15125922000.0,5000429000.0
P06367,8190539300.0,8483241000.0,3200548400.0
P07925,19181380000.0,14482296000.0,4815257600.0
P05796,22090050000.0,16041061000.0,5264909300.0
P09572,17513431000.0,13506084000.0,4606847000.0
P06291,18489795000.0,14109078000.0,4787063000.0
P01360,11227591000.0,10276545000.0,3753429500.0
P01066,,,
P01626,16275444000.0,12925442000.0,4561147000.0
P09371,14937558000.0,12162999000.0,4286172400.0
P02744,12543953000.0,10901271000.0,3996366300.0
P05354,12070714000.0,10682025000.0,3886747100.0
P07004,23889297000.0,16959126000.0,5639973400.0
P00542,19846205000.0,14828280000.0,4982498000.0
P02925,11684882000.0,10509916000.0,3837321500.0
P00903,18334487000.0,13958615000.0,4778100700.0
P03609,13663898000.0,11500491000.0,4117468700.0
P01173,22241340000.0,16073679000.0,5316877000.0
P02811,17789860000.0,13730300000.0,4743074300.0
P09699,20809327000.0,15272728000.0,5177071600.0
P00402,19000230000.0,14380478000.0,4856912400.0
P08147,17965482000.0,13806474000.0,4739381000.0
P07667,10348399000.0,9801890000.0,3623716900.0
P06840,26707505000.0,18422477000.0,6083361300.0
P01465,13572635000.0,11469681000.0,4158807800.0
P06724,18634600000.0,14166642000.0,4775322000.0
P05592,27520795000.0,18854924000.0,6090081000.0
P01109,9777051000.0,9479609000.0,3563669500.0
P00864,20569014000.0,15167556000.0,5114477600.0
P01045,20729520000.0,15262884000.0,5020997600.0
P02751,16443894000.0,12974019000.0,4523629600.0
P03576,22072558000.0,15986186000.0,5274756000.0
P06656,10271513000.0,9801985000.0,3512810000.0
P08947,18908584000.0,14291044000.0,4826126300.0
P04605,16163832000.0,12858151000.0,4436303000.0
P00724,21808554000.0,15851109000.0,5215581000.0
P07732,21610893000.0,15758727000.0,5327409000.0
P00257,22470300000.0,16211905000.0,5434359000.0
P01703,13616443000.0,11481203000.0,4054420500.0
P08968,22201946000.0,16052427000.0,5332450300.0
P01554,11646079000.0,10437875000.0,3840725500.0
P09136,12192751000.0,10715623000.0,3932788700.0
P02721,10431768000.0,9809895000.0,3689117000.0
P00216,17761399000.0,13701126000.0,4700943400.0
P00939,11183921000.0,10288048000.0,3706129200.0
P05754,16483217000.0,12999014000.0,4525497000.0
P04410,16175055000.0,12870580000.0,4360056000.0
P05984,13847775000.0,11646630000.0,4107083500.0
P02973,15912610000.0,12773931000.0,4359900000.0
P03561,11637649000.0,10502009000.0,3868692000.0
P08859,11987521000.0,10658521000.0,3775027700.0
P10015,21716058000.0,15732579000.0,5171958000.0
P00880,18295680000.0,14024704000.0,4791183000.0
P04378,13288275000.0,11313324000.0,3948335900.0
P06486,21188295000.0,15496405000.0,5216974300.0
P05613,19017912000.0,14401637000.0,4939649000.0
P06264,27499260000.0,18861785000.0,6176389000.0
P00100,20056947000.0,14924282000.0,4931521500.0
P09469,13881584000.0,11626662000.0,4051714600.0
P05917,19035079000.0,14414857000.0,4895081500.0
P09804,22033506000.0,15946260000.0,5220346000.0
P06628,21610127000.0,15784413000.0,5284629500.0
P04665,13284766000.0,11347570000.0,4035004400.0
P07416,24948814000.0,17519618000.0,5770597400.0
P01622,20153455000.0,14956388000.0,4933605400.0
P04218,23178215000.0,16591942000.0,5411825700.0
P01272,10742743000.0,10061399000.0,3586915800.0
P04895,21109522000.0,15525000000.0,5167728600.0
P06073,9522002000.0,9269703000.0,3526434300.0
P00756,13977186000.0,11694275000.0,4122444000.0
P02521,15246057000.0,12362788000.0,4336785000.0
P02979,10836287000.0,10015480000.0,3594014500.0
P09720,21985755000.0,15890920000.0,5384239000.0
P03081,17292685000.0,13439891000.0,4710128000.0
P08755,12017039000.0,10655715000.0,3735123200.0
P03724,10684644000.0,10000544000.0,3708164600.0
P05888,18488193000.0,14095953000.0,4694479400.0
P04052,22342148000.0,16102567000.0,5432845300.0
P00019,13974911000.0,11733985000.0,4156580900.0
P01568,13210950000.0,11254096000.0,4081599200.0
P05965,11102523000.0,10213847000.0,3723397600.0
P08790,22004770000.0,15954450000.0,5203565600.0
P08430,19015893000.0,14410316000.0,4865037300.0
P02750,13319626000.0,11366686000.0,4025355000.0
P00297,9878361000.0,9567460000.0,3529478700.0
P04217,17658927000.0,13684668000.0,4751429600.0
P01084,18571188000.0,14087572000.0,4786343000.0
P02982,20318675000.0,15108573000.0,5031423000.0
P01525,8123425000.0,8480427500.0,3146936300.0
P01070,10407953000.0,9847510000.0,3669281000.0
P07947,13770459000.0,11582585000.0,4102583600.0
P03690,16448066000.0,12959205000.0,4495839000.0
P08169,10211829000.0,9742176000.0,3535123000.0
P03054,14112467000.0,11817752000.0,4092259300.0
P06786,21722505000.0,15800603000.0,5298578400.0
P03173,21202874000.0,15553565000.0,5114589700.0
P00051,13711249000.0,11563064000.0,4000556300.0
P04493,21928915000.0,15934142000.0,5236280300.0
P09230,14645513000.0,12082090000.0,4174185000.0
P03669,13618024000.0,11533203000.0,4009031000.0
P06517,20942570000.0,15405302000.0,5219488000.0
P07250,18788140000.0,14183353000.0,4754206700.0
P02450,18590378000.0,14189361000.0,4768119000.0
P04444,26008652000.0,18057445000.0,5875780600.0
P08152,20082491000.0,14958174000.0,4946404000.0
P02691,14065346000.0,11748006000.0,4053795600.0
P09447,13991559000.0,11672432000.0,4207076600.0
P06410,12400447000.0,10894270000.0,3981043500.0
P05909,11540462000.0,10403359000.0,3856423000.0
P07494,23856409000.0,16919357000.0,5646528500.0
P04979,12854045000.0,11090119000.0,3865396500.0
P02496,19008242000.0,14372858000.0,4975479000.0
P03913,15030563000.0,12235639000.0,4266545000.0
P07898,19780342000.0,14768251000.0,4993913000.0
P08712,11483855000.0,10406981000.0,3813845200.0
P01822,16321110000.0,12892291000.0,4488151000.0
P05648,19829907000.0,14747085000.0,5028848600.0
P09600,21158758000.0,15506834000.0,5119769600.0
P01918,11900185000.0,10603459000.0,3807275800.0
P04041,14681095000.0,12068708000.0,4261766100.0
P00358,14721276000.0,12112347000.0,4263854000.0
P06196,25328337000.0,17696990000.0,5857574000.0
P06038,26717032000.0,18478502000.0,5960410600.0
P01779,9776942000.0,9421234000.0,3513117700.0
P08294,11414491000.0,10321154000.0,3676685600.0
P06586,20498936000.0,15167148000.0,5163133000.0
P03166,12457101000.0,10863965000.0,3925675500.0
P02066,15501741000.0,12485725000.0,4288831700.0
P08703,13966135000.0,11637512000.0,4169649700.0
P02119,8224313300.0,8552609000.0,3103225900.0
P02432,18830848000.0,14251962000.0,4732591000.0
P03607,9005564000.0,9031793000.0,3337040000.0
P01076,22525096000.0,16251678000.0,5287927000.0
P01657,8839018000.0,8941583000.0,3331571200.0
P02581,18062619000.0,13831707000.0,4756177000.0
P09670,17481308000.0,13507195000.0,4623258600.0
P09107,20761244000.0,15267056000.0,5196095500.0
P03495,23047186000.0,16544886000.0,5402419000.0
P09274,11501992000.0,10373538000.0,3770287900.0
P08207,12143997000.0,10673572000.0,3878551800.0
P01560,14741944000.0,12123898000.0,4261911600.0
P04619,14657279000.0,12046967000.0,4313631000.0
P02626,16923247000.0,13228059000.0,4588438500.0
P06703,19345396000.0,14532362000.0,5000671000.0
P05948,17859620000.0,13755936000.0,4641689600.0
P01796,12250016000.0,10795719000.0,3798600700.0
P02308,25038280000.0,17544245000.0,5803496000.0
P05308,17030880000.0,13328600000.0,4629651500.0
P05182,21331433000.0,15591641000.0,5278034000.0
P02402,22198220000.0,16100977000.0,5279315500.0
P09309,14405400000.0,11927109000.0,4126656000.0
P07537,20135330000.0,14971701000.0,5128608300.0
P05709,14899241000.0,12206041000.0,4251553300.0
P09451,19068154000.0,14424943000.0,4807086000.0
P08644,14874664000.0,12197341000.0,4266238500.0
P02330,16126296000.0,12837098000.0,4440264700.0
P03546,8553433000.0,8716380000.0,3241779500.0
P00948,13770279000.0,11557785000.0,4144621300.0
P05218,13109028000.0,11267975000.0,4095479600.0
P04416,11320508000.0,10284702000.0,3715459000.0
P09854,19773657000.0,14795835000.0,4910338600.0
P04716,13747186000.0,11595420000.0,4062113500.0
P05980,12963094000.0,11153552000.0,3988682500.0
P04530,18195538000.0,13949763000.0,4774116400.0
P00726,14384177000.0,11921861000.0,4286495700.0
P03345,19392770000.0,14595234000.0,4834582500.0
P07056,11174969000.0,10209352000.0,3702443500.0
P06075,12812958000.0,11024140000.0,3986986200.0
P09177,22199960000.0,16049681000.0,5352959500.0
P02438,20010435000.0,14856055000.0,4924725000.0
P06518,20257150000.0,14998967000.0,5078007300.0
P05438,19839898000.0,14795110000.0,5076160000.0
P06976,21709656000.0,15772029000.0,5241719300.0
P06914,17918771000.0,13822844000.0,4788377600.0
P09237,21333348000.0,15611427000.0,5296430600.0
P01545,10211543000.0,9695739000.0,3545200600.0
P09004,17740853000.0,13613263000.0,4731355600.0
P04333,17438140000.0,13482602000.0,4648397000.0
P03359,20093997000.0,14959236000.0,5026665000.0
P09026,10103013000.0,9709501000.0,3480538600.0
P04972,14907506000.0,12214890000.0,4253375000.0
P01781,13064267000.0,11161743000.0,4017156400.0
P05108,12787827000.0,11034132000.0,3985098200.0
P06639,17489457000.0,13523656000.0,4724887600.0
P02094,10236196000.0,9722065000.0,3470521900.0
P07640,19770601000.0,14751606000.0,4882319000.0
P00677,13135504000.0,11219640000.0,4040480800.0
P01694,18724930000.0,14237220000.0,4795805700.0
P04883,25391055000.0,17756131000.0,5819089000.0
P02767,9648835000.0,9392949000.0,3367842000.0
P07849,13595705000.0,11500458000.0,3974264000.0
P01771,18162262000.0,13905113000.0,4813806000.0
P06745,22544531000.0,16275180000.0,5485093400.0
P07650,9637214000.0,9377677000.0,3418520600.0
P06943,15385717000.0,12476558000.0,4260000500.0
P00452,22319317000.0,16157849000.0,5431517700.0
P01298,14946288000.0,12234940000.0,4260494600.0
P00255,13671643000.0,11525479000.0,4141538000.0
P08682,19933560000.0,14827278000.0,5042628600.0
P08086,9935968000.0,9541753000.0,3501184000.0
P05251,12483690000.0,10933953000.0,4020945400.0
P06508,10469067000.0,9847312000.0,3534325000.0
P02223,12864473000.0,11121051000.0,3866460200.0
P06306,12393961000.0,10861062000.0,3868405200.0
P01851,13645210000.0,11500237000.0,3981266400.0
P06446,11864084000.0,10611487000.0,3796665300.0
P01933,16071195000.0,12841245000.0,4527521000.0
P05775,13746674000.0,11521307000.0,4128028200.0
P00704,11377345000.0,10324660000.0,3665644300.0
P02813,11474541000.0,10379980000.0,3773247000.0
P01533,18438808000.0,14072316000.0,4682574000.0
P03429,10981960000.0,10138798000.0,3653351400.0
P01981,14627865000.0,11993075000.0,4250555000.0
P00716,19323863000.0,14516210000.0,4805599000.0
P05961,12752945000.0,11027868000.0,3901004300.0
P03417,16392212000.0,13020407000.0,4507800600.0
P00632,20501172000.0,15206292000.0,5004027000.0
P08715,22331333000.0,16080947000.0,5233048600.0
P03132,14892765000.0,12163097000.0,4204256000.0
P05135,18866823000.0,14297259000.0,4943682000.0
P06896,11767644000.0,10520553000.0,3748821500.0
P02827,14284208000.0,11899515000.0,4187356000.0
P07104,13724896000.0,11539747000.0,4062279700.0
P00990,9980660000.0,9600484000.0,3559318800.0
P06682,13903417000.0,11647057000.0,4191602400.0
P07178,10656940000.0,9964889000.0,3592376800.0
P02500,11121046000.0,10209524000.0,3785570800.0
P08284,16623563000.0,13103355000.0,4457654000.0
P09119,20908149000.0,15397935000.0,5061524500.0
P04044,8471514600.0,8709919000.0,3283259400.0
P06807,22186478000.0,16040746000.0,5420712000.0
P05363,9343751000.0,9174260000.0,3459235800.0
P07245,11147465000.0,10230252000.0,3639991300.0
P09202,14243635000.0,11820611000.0,4089243400.0
P06996,19946988000.0,14902751000.0,5021253600.0
P07814,20246610000.0,15016892000.0,5062290400.0
P00577,14469273000.0,11954172000.0,4234572800.0
P02178,10623021000.0,9920428000.0,3607237600.0
P07514,22498214000.0,16234312000.0,5340577000.0
P02501,22123278000.0,16027795000.0,5436809000.0
P05000,15874499000.0,12703103000.0,4414497300.0
P08524,17483147000.0,13477304000.0,4701467000.0
P01684,21730314000.0,15743773000.0,5134396000.0
P07739,15161862000.0,12366791000.0,4358750000.0
P09214,17913893000.0,13804675000.0,4697568000.0
P05636,18864738000.0,14271867000.0,4742488600.0
P03842,14758300000.0,12074592000.0,4156021500.0
P00976,21127991000.0,15532025000.0,5172322000.0
P03292,18289443000.0,13994337000.0,4827064000.0
P08244,10288061000.0,9752599000.0,3475109600.0
P03446,17545073000.0,13557472000.0,4717604000.0
P03223,20994673000.0,15440728000.0,5133938700.0
P08860,19139015000.0,14464786000.0,4791731000.0
P03879,17512830000.0,13596161000.0,4605547500.0
P09950,21869695000.0,15894532000.0,5396800000.0
P01151,19693830000.0,14731947000.0,4921374700.0
P01636,10938000000.0,10121181000.0,3618057200.0
P02306,15010603000.0,12227013000.0,4245092400.0
P00134,19397890000.0,14623272000.0,4846500400.0
P05712,21397424000.0,15633463000.0,5167633000.0
P03733,10130743000.0,9699677000.0,3494995500.0
P02524,12886331000.0,11081462000.0,4052520400.0
P00066,11702991000.0,10565557000.0,3839043600.0
P02656,18055586000.0,13840301000.0,4652382000.0
P01049,13365219000.0,11360557000.0,4100500000.0
P08487,13330291000.0,11372387000.0,4043553000.0
P07085,13997734000.0,11701874000.0,4148763000.0
P06391,18056012000.0,13855018000.0,4734235600.0
P06358,8397221400.0,8623272000.0,3318401500.0
P02020,21165353000.0,15509008000.0,5166399000.0
P06888,22355593000.0,16091090000.0,5337217000.0
P09883,21786659000.0,15771340000.0,5145181700.0
P01857,19116888000.0,14446777000.0,4847169500.0
P06125,23736586000.0,16900220000.0,5660567600.0
P03370,20038904000.0,14917356000.0,4920926700.0
P06119,9937115000.0,9603799000.0,3507804700.0
P09157,15028103000.0,12262356000.0,4239906300.0
P08292,24949449000.0,17499812000.0,5735085000.0
P05989,11743333000.0,10489231000.0,3861298400.0
P08209,10573052000.0,9914118000.0,3596466200.0
P06169,8750019000.0,8887939000.0,3342462000.0
P03760,15062114000.0,12301353000.0,4407933400.0
P09604,20513985000.0,15141218000.0,5076209700.0
P02442,11872143000.0,10626282000.0,3738799600.0
P05333,12055866000.0,10731301000.0,3837426200.0
P04472,10202970000.0,9714130000.0,3618906000.0
P08963,14271475000.0,11874972000.0,4171623400.0
P05293,13100878000.0,11244342000.0,4047606500.0
P03988,13934471000.0,11675194000.0,4083191600.0
P04462,13682076000.0,11554555000.0,4151033600.0
P06252,12349610000.0,10774433000.0,3945555000.0
P07831,18744800000.0,14220359000.0,4829964300.0
P06757,12116995000.0,10753733000.0,3776263200.0
P06108,22944948000.0,16466375000.0,5424150500.0
P09657,18991014000.0,14300598000.0,4931760000.0
P06891,20182307000.0,14979767000.0,5070652400.0
P02052,14863522000.0,12172540000.0,4172087000.0
P09896,19095364000.0,14389074000.0,4823006000.0
P06974,22274843000.0,16064504000.0,5428645400.0
P01181,14387587000.0,11943795000.0,4099478300.0
P01521,19057535000.0,14387552000.0,4857376000.0
P07513,26865963000.0,18508935000.0,6008022000.0
P02671,18992652000.0,14373200000.0,4870567000.0
P05525,13670056000.0,11517310000.0,4180793300.0
P09167,9210110000.0,9190365000.0,3361421300.0
P07980,21380960000.0,15549401000.0,5283764000.0
P01052,9752242000.0,9489512000.0,3402074600.0
P02215,11901239000.0,10561831000.0,3766015700.0
P05077,10447567000.0,9824733000.0,3670077700.0
P08234,19300910000.0,14478288000.0,4844932000.0
P00430,15160955000.0,12326472000.0,4293607400.0
P08541,14189992000.0,11761462000.0,4181546200.0
P05272,26716496000.0,18473329000.0,6037726000.0
P00821,10047771000.0,9615399000.0,3571310600.0
P02127,16596388000.0,13120840000.0,4581437400.0
P07088,21987248000.0,15892275000.0,5333850000.0
P08730,9969762000.0,9634865000.0,3440039000.0
P07546,14407239000.0,11951628000.0,4145491500.0
P01650,22308325000.0,16136126000.0,5265924600.0
P01463,14422301000.0,11977210000.0,4199343900.0
P03357,13602612000.0,11532133000.0,4134026800.0
P04891,20251578000.0,15019192000.0,5070065700.0
P04031,22464221000.0,16167426000.0,5428138500.0
P06273,19427117000.0,14539469000.0,4916685300.0
P02310,14428185000.0,11925499000.0,4250082800.0
P00569,9817999000.0,9499875000.0,3588706300.0
P04216,18593819000.0,14128152000.0,4703948000.0
P08019,21962770000.0,15925262000.0,5331381000.0
P02932,11203532000.0,10263183000.0,3766112300.0
P07243,18918334000.0,14295450000.0,4812378600.0
P04387,18873004000.0,14329773000.0,4890073600.0
P00826,11593960000.0,10433193000.0,3845848000.0
P08608,11190217000.0,10259054000.0,3746603500.0
P09868,17789788000.0,13658862000.0,4566424000.0
P05698,19105446000.0,14433118000.0,4898967600.0
P04441,14305774000.0,11838400000.0,4239755800.0
P08025,9793210000.0,9459763000.0,3477375000.0
P02512,14476071000.0,11944770000.0,4140562200.0
P02229,26598445000.0,18411227000.0,6090157600.0
P00434,12623767000.0,11018273000.0,3965247200.0
P09776,21209890000.0,15559631000.0,5119211500.0
P06657,13493474000.0,11412647000.0,4059644200.0
P01861,10790449000.0,10026063000.0,3754131500.0
P05284,10999344000.0,10178593000.0,3719457000.0
P03255,20175282000.0,14996726000.0,5116953600.0
P04984,14565651000.0,12005020000.0,4259954700.0
P02434,15907610000.0,12754755000.0,4501164500.0
P00666,14032546000.0,11749784000.0,4086290400.0
P03687,11945267000.0,10615704000.0,3751920000.0
P09970,20263310000.0,14960142000.0,5022821400.0
P01855,10466651000.0,9875866000.0,3603389400.0
P01774,15089097000.0,12320488000.0,4403512300.0
P06204,14555490000.0,12009849000.0,4153298400.0
P04688,15825342000.0,12647717000.0,4439397400.0
P08084,16637233000.0,13131815000.0,4472491000.0
P06415,9863588000.0,9501957000.0,3472621300.0
P07545,17922791000.0,13745248000.0,4655945700.0
P09170,19527705000.0,14638760000.0,4908450300.0
P06627,21755234000.0,15822217000.0,5182240000.0
P00584,10347786000.0,9847087000.0,3530748400.0
P06461,19378420000.0,14582186000.0,4902142500.0
P00892,22462783000.0,16188597000.0,5380871700.0
P03197,13370605000.0,11398544000.0,3981780700.0
P05277,13891712000.0,11596530000.0,4156140000.0
P03789,13042530000.0,11233417000.0,3910125000.0
P07164,19148620000.0,14434769000.0,4920000500.0
P06083,17727678000.0,13712298000.0,4604941300.0
P03762,10456046000.0,9822876000.0,3591119400.0
P03614,12242792000.0,10743874000.0,3937586700.0
P01114,20074668000.0,14911847000.0,4926549000.0
P09273,15032228000.0,12298922000.0,4330026000.0
P03149,15148546000.0,12325395000.0,4200809500.0
P00180,19080784000.0,14420755000.0,4892089300.0
P02806,17360749000.0,13467449000.0,4588647400.0
P03114,20103328000.0,14908446000.0,5117698000.0
P02262,14402061000.0,11924966000.0,4130113800.0
P04954,22334250000.0,16118576000.0,5400885000.0
P01011,18053474000.0,13874944000.0,4770988000.0
P00187,11026182000.0,10192614000.0,3622032000.0
P06685,16534453000.0,13056741000.0,4440811500.0
P07129,13126789000.0,11222047000.0,3966293500.0
P03423,20114278000.0,14927185000.0,5009853400.0
P06649,14580642000.0,12002756000.0,4136631800.0
P06332,18553965000.0,14167986000.0,4790072300.0
P09311,11315395000.0,10320656000.0,3778016000.0
P01024,22344110000.0,16128400000.0,5324048400.0
P05040,9381423000.0,9239687000.0,3444479700.0
P09047,14859815000.0,12161753000.0,4302598000.0
P07842,17530458000.0,13584310000.0,4576634000.0
P04140,21038690000.0,15469087000.0,5082330000.0
P03786,10463918000.0,9844754000.0,3522284000.0
P06989,17702216000.0,13629363000.0,4638011000.0
P02439,17067468000.0,13318795000.0,4485258000.0
P06462,21126040000.0,15504987000.0,5217892000.0
P08535,13873308000.0,11667909000.0,4223065000.0
P00638,13052251000.0,11171502000.0,4078007600.0
P02693,20327154000.0,15067183000.0,4970731000.0
P00858,11664202000.0,10521394000.0,3703389400.0
P06736,22894991000.0,16416627000.0,5486710300.0
P07427,22126606000.0,15944239000.0,5360530400.0
P06850,14977059000.0,12265681000.0,4352011000.0
P06812,19069161000.0,14389582000.0,4904923000.0
P07382,26987483000.0,18594245000.0,6065065000.0
P06136,12036528000.0,10689101000.0,3894220300.0
P03462,18869998000.0,14327118000.0,4918970400.0
P05891,19089404000.0,14392310000.0,4800600600.0
P01507,14199309000.0,11801532000.0,4053709000.0
P07057,13106083000.0,11253533000.0,4003854800.0
P00088,13494544000.0,11479413000.0,4082593300.0
P08903,19451544000.0,14560724000.0,4826259500.0
P00850,22072848000.0,16007206000.0,5303231500.0
P09153,17681195000.0,13633427000.0,4682171000.0
P02969,13437996000.0,11389809000.0,3993007400.0
P07150,13291410000.0,11312323000.0,3972801500.0
P01363,12323799000.0,10868504000.0,3880991200.0
P05331,10895291000.0,10123840000.0,3689753000.0
P09307,20925080000.0,15375890000.0,5198859000.0
P06842,12004856000.0,10702333000.0,3847578600.0
P08600,14291844000.0,11846457000.0,4084696800.0
P07272,9780801000.0,9489611000.0,3509930200.0
P00511,12285747000.0,10831222000.0,3841979000.0
P02167,18632032000.0,14126845000.0,4705300000.0
P03338,14339586000.0,11860322000.0,4210494200.0
P09610,21505830000.0,15646225000.0,5187500000.0
P01586,13034631000.0,11229626000.0,3905217300.0
P08414,10895718000.0,10122986000.0,3701920800.0
P07547,9800398000.0,9495711000.0,3550365200.0
P08375,19343483000.0,14561743000.0,4914585600.0
P01048,13677414000.0,11565468000.0,4013295400.0
P00298,14858262000.0,12149284000.0,4191704300.0
P07332,11594873000.0,10424380000.0,3760870400.0
P08690,19836228000.0,14801704000.0,4975983000.0
P02636,14205448000.0,11865154000.0,4097690600.0
P02396,10440752000.0,9832755000.0,3619972000.0
P08356,20334006000.0,15110557000.0,5047397400.0
P07425,18527085000.0,14038091000.0,4785880000.0
P04953,10871140000.0,10105334000.0,3715979300.0
P04805,13405323000.0,11387565000.0,4074621400.0
P01447,14053773000.0,11723284000.0,4215181300.0
P02176,16165476000.0,12844093000.0,4544675000.0
P05983,20423834000.0,15127456000.0,5148465000.0
P03500,20016550000.0,14917837000.0,5023350000.0
P00922,21361367000.0,15587232000.0,5206570000.0
P06678,14741314000.0,12128541000.0,4225838600.0
P00118,17505170000.0,13547076000.0,4588848000.0
P06027,11891624000.0,10632946000.0,3912444700.0
P08005,15563614000.0,12581765000.0,4353169400.0
P05923,17541784000.0,13595213000.0,4760695000.0
P08648,17904536000.0,13776487000.0,4714925000.0
P09577,18833230000.0,14256458000.0,4765124600.0
P03190,17034617000.0,13316221000.0,4553475000.0
P01606,13077324000.0,11245937000.0,4113819100.0
P03373,21449180000.0,15610718000.0,5217514500.0
P03062,21433817000.0,15672571000.0,5232726000.0
P08076,20214534000.0,14965829000.0,4928089000.0
P02944,12804696000.0,11109639000.0,3868318200.0
P02412,21450623000.0,15593652000.0,5181545500.0
P00796,19590787000.0,14657516000.0,4869257000.0
P05515,11804962000.0,10581275000.0,3788378600.0
P00580,11901942000.0,10640546000.0,3755900000.0
P02602,15252755000.0,12418656000.0,4301106000.0
P08235,20981834000.0,15371008000.0,5044712400.0
P06557,18722079000.0,14206663000.0,4852884500.0
P06271,10816963000.0,10012266000.0,3673490400.0
P09788,19384852000.0,14491058000.0,4925624000.0
P04500,11529329000.0,10421641000.0,3843447800.0
P04279,21189410000.0,15514560000.0,5255579600.0
P05854,19486970000.0,14590026000.0,4960920000.0
P04977,10682340000.0,9962619000.0,3664625700.0
P01850,17030733000.0,13312453000.0,4555057000.0
P03717,18202841000.0,13955695000.0,4754067500.0
P05008,11536630000.0,10421520000.0,3736595500.0
P05780,16632091000.0,13131473000.0,4469620700.0
P00363,10932424000.0,10159593000.0,3647201300.0
P06053,20341310000.0,15107351000.0,5173010400.0
P01975,17545097000.0,13565599000.0,4623513600.0
P04101,24333824000.0,17201700000.0,5586266000.0
P05017,17606427000.0,13640045000.0,4667619000.0
P07892,17865746000.0,13719934000.0,4625376000.0
P05685,10905119000.0,10126492000.0,3604381400.0
P02735,20442830000.0,15161627000.0,5158545000.0
P07500,14239609000.0,11823210000.0,4062847000.0
P04850,9336493000.0,9236143000.0,3442493400.0
P06611,8953987000.0,8969638000.0,3398838300.0
P05047,16079846000.0,12783289000.0,4479862300.0
P04551,16511703000.0,13085053000.0,4487396400.0
P04948,11608930000.0,10449373000.0,3673206300.0
P04085,21117962000.0,15414835000.0,5205431000.0
P04814,12549579000.0,10971996000.0,3854927400.0
P00480,12787367000.0,11049447000.0,3888423000.0
P08970,9220966000.0,9129722000.0,3395517700.0
P03377,10354530000.0,9752027000.0,3647026700.0
P07120,10678385000.0,10012601000.0,3654461700.0
P08982,20577255000.0,15147133000.0,5143466500.0
P06856,19530023000.0,14636505000.0,4965404700.0
P09697,21547758000.0,15686303000.0,5216875500.0
P06788,19182084000.0,14451571000.0,4919123500.0
P06556,21681779000.0,15799528000.0,5276099000.0
P01722,12198900000.0,10744411000.0,3937244700.0
P04826,20990882000.0,15415885000.0,5169017000.0
P02293,12216151000.0,10734109000.0,3915476000.0
P04402,16248343000.0,12890844000.0,4515505000.0
P02609,11239760000.0,10286967000.0,3837854700.0
P03716,26546310000.0,18383342000.0,5992553000.0
P07134,11916914000.0,10577943000.0,3878494200.0
P09689,21153876000.0,15457417000.0,5119657000.0
P08815,10890634000.0,10049857000.0,3693643000.0
P01029,15285457000.0,12440951000.0,4287884800.0
P02587,16984054000.0,13290855000.0,4563273700.0
P07612,21692477000.0,15810989000.0,5178467300.0
P07741,21151328000.0,15460045000.0,5070409700.0
P06094,8338767000.0,8569633000.0,3308817000.0
P06930,16586267000.0,13077563000.0,4503139300.0
P07420,11618220000.0,10432638000.0,3785042400.0
P09651,21911304000.0,15898290000.0,5324902400.0
P02231,15124085000.0,12279157000.0,4296131600.0
P06987,24889364000.0,17468158000.0,5723944400.0
P02380,8128825300.0,8442333000.0,3181666000.0
P06297,11012389000.0,10161174000.0,3712381000.0
P00877,10174771000.0,9673540000.0,3537083400.0
P04892,9877079000.0,9561905000.0,3570084000.0
P07851,14047934000.0,11740940000.0,4238769000.0
P01336,10336252000.0,9773660000.0,3513102000.0
P06381,18850824000.0,14303796000.0,4801541000.0
P08140,19624739000.0,14643218000.0,4950195700.0
P07774,21954972000.0,15943223000.0,5378633700.0
P08163,21863991000.0,15830633000.0,5234621400.0
P04253,18265305000.0,13987816000.0,4762644500.0
P09771,19410356000.0,14576156000.0,4909572000.0
P09506,21418890000.0,15666166000.0,5196061700.0
P06815,15658760000.0,12621298000.0,4466276000.0
